paper_id,title,author,year,journal,epistemic_primary,epistemic_secondary,empirical_evidence,quant_methods,qual_methods,has_case,case_medium,case_function,normative_level,closure_type,move_count,reflexive_move,move_sequence_summary
marneros_2025,The anarchist before the law: law without authority [Book Review],Marneros,2025,Contemporary Political Theory,fully_normative,,False,,,True,philosophical_text,primary_object_of_analysis,medium,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → rival_mapping → case_introduction → case_development → conclusion_open
bonotti_nwokora_2025,Free speech and social change: a public reason approach,"Bonotti, Nwokora",2025,Contemporary Political Theory,normative_with_qualitative_empirical,,True,,"qualitative analysis of social change processes (individualism, migration, post-truth, cognitive bias research, technological change)",False,none,none,high,strong_normative_conclusion,9,True,puzzle_diagnosis → rival_mapping → method_justification → immanent_critique → immanent_critique → framework_proposal → counter_objection_response → meta_reflexive_qualification → conclusion_strong
marwah_2025,Legalizing the revolution: India and the constitution of the postcolony [Book Review],Marwah,2025,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,historical_event,primary_object_of_analysis,high,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → case_introduction → genealogical_reconstruction → case_development → conclusion_open
boscov_ellen_2025,Nancy Fraser and politics [Book Review],Boscov-Ellen,2025,Contemporary Political Theory,normative_with_qualitative_empirical,,False,,,True,philosophical_text,primary_object_of_analysis,high,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → empirical_presentation → case_introduction → case_development → conclusion_open
utrata_2025,Contested territory: a theory of land and democracy beyond sovereign bounds [Book Review],Utrata,2025,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,medium,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → rival_mapping → case_introduction → framework_proposal → conclusion_open
rodrigues_2025,"In the shadow of minority rights: decolonising gender, liberalism and the politics of difference [Book Review]",Rodrigues,2025,Contemporary Political Theory,normative_with_qualitative_empirical,,True,,"fieldwork with Muslim women activists (BMMA, MCMT) in Mumbai",True,ethnographic_field,generative_of_theory,high,open_ended_with_burden_on_reader,6,False,puzzle_diagnosis → case_introduction → empirical_presentation → case_development → normative_derivation → conclusion_open
roch_balinhas_mondon_2025,"A critique of the polarisation narrative: expanding the limits of democracy, parties and political participation","Roch, Balinhas, Mondon",2025,Contemporary Political Theory,normative_with_qualitative_empirical,,True,content analysis of NYT articles (Nexis search); frequency counts of 'polarisation' in academic publications,critical discourse analysis of the polarisation narrative,True,political_event,illustration,high,research_agenda,8,True,puzzle_diagnosis → empirical_presentation → rival_mapping → immanent_critique → conceptual_distinction → framework_proposal → normative_derivation → conclusion_strong
hyde_saracino_2025,Facing authority: a theory of political legitimacy [Book Review],"Hyde, Saracino",2025,Contemporary Political Theory,fully_normative,,False,,,True,philosophical_text,primary_object_of_analysis,medium,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → case_introduction → case_development → framework_proposal → conclusion_open
jha_2025,Ambedkar's political philosophy: a grammar of public life from the social margins [Book Review],Jha,2025,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,medium,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → rival_mapping → case_introduction → case_development → conclusion_open
slothuus_2025,Free gifts: capitalism and the politics of nature [Book Review],Slothuus,2025,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,high,open_ended_with_burden_on_reader,6,False,puzzle_diagnosis → case_introduction → case_development → rival_mapping → normative_derivation → conclusion_open
bruyneel_2025,Remapping Sovereignty: decolonization and self-determination in North American Indigenous political thought [Book Review],Bruyneel,2025,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,political_event,primary_object_of_analysis,high,open_ended_with_burden_on_reader,6,False,puzzle_diagnosis → rival_mapping → case_introduction → case_development → immanent_critique → conclusion_open
arlen_2025,Democratic elitism: the founding myth of American political science [Book Review],Arlen,2025,Contemporary Political Theory,purely_interpretive_hermeneutic,,False,,,True,historical_event,primary_object_of_analysis,high,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → case_introduction → genealogical_reconstruction → immanent_critique → conclusion_open
royer_2025,Thinking about democracy in turbulent times [Book Review],Royer,2025,Contemporary Political Theory,fully_normative,,False,,,True,philosophical_text,primary_object_of_analysis,medium,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → case_introduction → case_development → immanent_critique → conclusion_open
fumagalli_2025,Politicizing political liberalism: on the containment of illiberal and antidemocratic views [Book Review],Fumagalli,2025,Contemporary Political Theory,fully_normative,,False,,,True,philosophical_text,primary_object_of_analysis,high,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → rival_mapping → case_introduction → case_development → conclusion_open
agbor_2025,"Communitarianism: politics, society and public policy [Book Review]",Agbor,2025,Contemporary Political Theory,normative_with_qualitative_empirical,,False,,,True,philosophical_text,primary_object_of_analysis,medium,open_ended_with_burden_on_reader,4,False,puzzle_diagnosis → framework_proposal → case_development → conclusion_open
niesen_2025,At the margins of the modern state [Book Review],Niesen,2025,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,high,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → case_introduction → case_development → immanent_critique → conclusion_open
chan_ky_2025,Postcolonial global justice [Book Review],Chan (K.Y.S.),2025,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,high,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → rival_mapping → case_introduction → framework_proposal → conclusion_open
manga_2025,Senghor: writings on politics [Book Review],Manga,2025,Contemporary Political Theory,purely_interpretive_hermeneutic,,False,,,True,philosophical_text,primary_object_of_analysis,low,open_ended_with_burden_on_reader,4,False,puzzle_diagnosis → case_introduction → case_development → conclusion_open
pierer_2026,Hybrid alienation: reproductive labour and emancipation in the anthropocene,Pierer,2026,Contemporary Political Theory,fully_normative,,False,,,False,none,none,high,open_ended_with_burden_on_reader,8,True,puzzle_diagnosis → rival_mapping → conceptual_distinction → framework_proposal → immanent_critique → normative_derivation → meta_reflexive_qualification → conclusion_open
terwiel_davies_dilts_konya_lester_scott_tyson_2026,Prison abolition [Critical Exchange],"Terwiel, Davies, Dilts, Konya, Lester, Scott, Tyson",2026,Contemporary Political Theory,normative_with_qualitative_empirical,,True,,"analysis of carceral statistics, policy analysis, abolitionist movement studies",True,political_event,illustration,high,strong_normative_conclusion,8,True,puzzle_diagnosis → empirical_presentation → rival_mapping → immanent_critique → framework_proposal → case_development → normative_derivation → conclusion_strong
machin_et_al_2026,"The turn to the imagination: transformation, politics and limits [Critical Exchange]","Machin, Sachs Olsen, Death, Diehl, Hatzisavvidou, Marchart, Malzacher",2026,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,political_event,illustration,high,open_ended_with_burden_on_reader,9,True,puzzle_diagnosis → rival_mapping → framework_proposal → case_introduction → case_development → immanent_critique → normative_derivation → meta_reflexive_qualification → conclusion_open
ovcharuk_2026,Normative reconstructions of property rights in German classical philosophy [Review Essay],Ovcharuk,2026,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,high,open_ended_with_burden_on_reader,7,False,puzzle_diagnosis → rival_mapping → case_introduction → case_development → immanent_critique → normative_derivation → conclusion_open
tampio_2026,Elites and democracy [Book Review],Tampio,2026,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,high,open_ended_with_burden_on_reader,5,False,puzzle_diagnosis → case_introduction → case_development → immanent_critique → conclusion_open
berg_sorensen_2026,Freedom for All: what a liberal society could be [Book Review],Berg-Sørensen,2026,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,medium,open_ended_with_burden_on_reader,4,False,puzzle_diagnosis → case_introduction → case_development → conclusion_open
martel_2026,Disembodiment: corporeal politics of radical refusal [Book Review],Martel,2026,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,high,open_ended_with_burden_on_reader,5,False,interpretive_proposition → case_introduction → case_development → normative_derivation → conclusion_open
gokariksel_2026,Revolution and restoration: the politics of anachronism [Book Review],Gökarıksel,2026,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,high,open_ended_with_burden_on_reader,6,False,puzzle_diagnosis → case_introduction → rival_mapping → case_development → normative_derivation → conclusion_open
engelking_2026,The life and thought of Alexandre Kojève [Book Review],Engelking,2026,Contemporary Political Theory,purely_interpretive_hermeneutic,,False,,,True,philosophical_text,primary_object_of_analysis,low,open_ended_with_burden_on_reader,4,False,puzzle_diagnosis → case_introduction → case_development → conclusion_open
fanga_2026,We are free to change the world: Hannah Arendt's lessons in love and disobedience [Book Review],Fanga,2026,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,medium,open_ended_with_burden_on_reader,4,False,puzzle_diagnosis → case_introduction → case_development → conclusion_open
jing_2026,Confucian comparative political philosophy [Book Review],Jing,2026,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,primary_object_of_analysis,medium,open_ended_with_burden_on_reader,6,False,puzzle_diagnosis → rival_mapping → case_introduction → case_development → immanent_critique → conclusion_open
schupmann_2026,"Protecting democracy in Europe: pluralism, autocracy and the future of the EU [Book Review]",Schupmann,2026,Contemporary Political Theory,normative_with_interpretive_case,,True,,policy analysis; legal analysis of EU institutional mechanisms,True,philosophical_text,primary_object_of_analysis,high,open_ended_with_burden_on_reader,6,False,puzzle_diagnosis → case_introduction → case_development → immanent_critique → counter_objection_response → conclusion_open
zolkos_2026,Reframing restitution with Roberto Esposito and Achille Mbembe: restitutive justice struggles and the colonial 'dispositif of a thing',Zolkos,2026,Contemporary Political Theory,normative_with_interpretive_case,,True,,analysis of activist speech acts; discourse analysis of restitution debates,True,political_event,generative,high,strong_normative_conclusion,8,False,puzzle_diagnosis → rival_mapping → case_introduction → framework_proposal → case_development → immanent_critique → normative_derivation → conclusion_strong
folit_weinberg_van_t_klooster_2026,Hans Jonas and Sophocles on the ethics of the Anthropocene,Folit-Weinberg and van 't Klooster,2026,Contemporary Political Theory,normative_with_interpretive_case,,False,,,True,philosophical_text,generative,high,strong_normative_conclusion,8,False,puzzle_diagnosis → rival_mapping → immanent_critique → case_introduction → case_development → framework_proposal → normative_derivation → conclusion_strong
sabsay_2026,The political aesthetics of cruelty: contemporary authoritarian politics and the struggle between sovereignty and relationality,Sabsay,2026,Contemporary Political Theory,normative_with_interpretive_case,,True,,,True,political_event,illustration,high,open_ended_with_burden_on_reader,8,True,puzzle_diagnosis → empirical_presentation → framework_proposal → case_development → immanent_critique → normative_derivation → meta_reflexive_qualification → conclusion_open
