paper_id,title,author,year,journal,epistemic_primary,epistemic_secondary,empirical_evidence,quant_methods,qual_methods,has_case,case_medium,case_function,normative_level,closure_type,move_count,reflexive_move,move_sequence_summary
gilabert_2023,Self-Esteem and Competition,Gilabert,2023,Philosophy and Social Criticism,normative_with_qualitative_empirical,,True,,Review of empirical social psychology research on self-esteem and competition; no original data collection.,False,none,,medium,conclusion_open,6,False,puzzle_diagnosis → empirical_presentation → framework_proposal → conceptual_distinction → normative_derivation → conclusion_open
gomez_albarello_2025,Contra Carl Schmitt: A Play-Centered Alternative to his Existentially Distorted Concept of Politics,Gómez Albarello,2025,Philosophy and Social Criticism,fully_normative,,False,,,False,none,,high,conclusion_strong,6,False,puzzle_diagnosis → rival_mapping → immanent_critique → framework_proposal → normative_derivation → conclusion_strong
heath_2023,The Violence Inherent in the System,Heath,2023,Philosophy and Social Criticism,fully_normative,,False,,,False,none,,medium,conclusion_strong,5,False,puzzle_diagnosis → genealogical_reconstruction → rival_mapping → immanent_critique → conclusion_strong
jenkins_2023,Understanding and Evaluating Populist Strategy,Jenkins,2023,Philosophy and Social Criticism,fully_normative,,False,,,False,none,,medium,conclusion_strong,6,False,puzzle_diagnosis → rival_mapping → immanent_critique → framework_proposal → conceptual_distinction → conclusion_strong
kalpokas_2023,Work of Art in the Age of Its AI Reproduction,Kalpokas,2023,Philosophy and Social Criticism,normative_with_interpretive_case,,False,,,True,philosophical_text,generative,medium,conclusion_open,7,False,puzzle_diagnosis → case_introduction → case_development → conceptual_distinction → case_interpretation → normative_derivation → conclusion_open
kastrinakis_2024,Adorno's Negative Dialectics and Its Debt to Nietzsche: Could Nietzsche Be the Originator of Adorno's Negative Dialectics?,Kastrinakis,2024,Philosophy and Social Criticism,purely_interpretive_hermeneutic,,False,,,False,none,,low,conclusion_strong,5,False,puzzle_diagnosis → rival_mapping → immanent_critique → genealogical_reconstruction → conclusion_strong
kellner_2024,Habermas and the Mutations of the Public Sphere,Kellner,2024,Philosophy and Social Criticism,fully_normative,,False,,,False,none,,medium,conclusion_open,5,False,puzzle_diagnosis → genealogical_reconstruction → framework_proposal → normative_derivation → conclusion_open
kempf_2023,The Public Sphere in the Mode of Systematically Distorted Communication,Kempf,2023,Philosophy and Social Criticism,fully_normative,,False,,,False,none,,medium,conclusion_open,6,False,puzzle_diagnosis → rival_mapping → immanent_critique → genealogical_reconstruction → framework_proposal → conclusion_open
kempf_sevignani_2023,Capitalism and Contested Publicity: A Conversation with Nancy Fraser,Kempf and Sevignani,2023,Philosophy and Social Criticism,normative_with_qualitative_empirical,,True,,"Interview format; reference to contemporary phenomena (social media, Trump, Cambridge Analytica, COVID-era politics) as illustrative material.",False,,,high,conclusion_open,5,False,puzzle_diagnosis → rival_mapping → framework_proposal → normative_derivation → conclusion_open
kent_2024,A Semblance of Freedom: Horkheimer and Adorno's Conception of Myth,Kent,2024,Philosophy and Social Criticism,purely_interpretive_hermeneutic,,False,,"Close reading of Dialectic of Enlightenment (Horkheimer and Adorno) through the lens of Hulatt's reconstruction of Adorno's mimesis theory. Philological comparison of key passages. Secondary engagement with Caillois, Mauss, Freud on myth and mimesis.",False,,,medium,conclusion_open,7,False,puzzle_diagnosis → rival_mapping → immanent_critique → framework_proposal → case_development → normative_derivation → conclusion_open
loick_2023,Fugitive Freedom and Radical Care: Towards a Standpoint Theory of Normativity,Loick,2023,Philosophy and Social Criticism,fully_normative,,False,,,False,,,high,conclusion_open,8,False,puzzle_diagnosis → rival_mapping → framework_proposal → case_introduction → case_development → conceptual_distinction → normative_derivation → conclusion_open
matthew_2022,Against Institutional Racism,Matthew,2022,Philosophy and Social Criticism,fully_normative,,False,,,False,,,high,conclusion_strong,7,False,puzzle_diagnosis → conceptual_distinction → rival_mapping → immanent_critique → counter_objection_response → normative_derivation → conclusion_strong
miyake_2021,Cin ciun cian (ching chong): Yellowness and Neo-Orientalism in Italy at the Time of COVID-19,Miyake,2021,Philosophy and Social Criticism,normative_with_qualitative_empirical,,True,,"Media discourse analysis: examination of Italian newspaper coverage, social media posts, political statements, the 'cin ciun cian' mock-language and slit-eye gesture as discourse units. Historical contextualization of Italian colonial relations with East Asia and legacy of Orientalism. Reference to interview/testimony evidence from anti-racist organizations.",True,historical_event,constitutive,high,conclusion_open,9,False,empirical_presentation → puzzle_diagnosis → rival_mapping → framework_proposal → case_introduction → case_development → conceptual_distinction → normative_derivation → conclusion_open
muldoon_booth_2022,Socialist Democracy: Rosa Luxemburg's Challenge to Democratic Theory,Muldoon and Booth,2022,Philosophy and Social Criticism,fully_normative,,False,,,False,,,high,conclusion_strong,7,True,puzzle_diagnosis → rival_mapping → immanent_critique → framework_proposal → counter_objection_response → normative_derivation → conclusion_strong
nosthoff_maschewski_2023,The Platform Economy's Infrastructural Transformation of the Public Sphere: Facebook and Cambridge Analytica Revisited,Nosthoff and Maschewski,2023,Philosophy and Social Criticism,normative_with_qualitative_empirical,,True,,"Media-theoretical case reconstruction: analysis of Cambridge Analytica's operational procedures from leaked documents, whistleblower accounts, investigative journalism, and SCL/CA materials. Analysis of Facebook's platform architecture, ad targeting system, algorithmic feedback loops, and political campaigning practices from public documentation.",True,contemporary_phenomenon,constitutive,high,conclusion_open,8,False,empirical_presentation → puzzle_diagnosis → rival_mapping → case_introduction → case_development → framework_proposal → normative_derivation → conclusion_open
piscitello_2025,Arendt and the Social: A Modern Flaw?,Piscitello,2025,Philosophy and Social Criticism,fully_normative,,False,,,False,,,high,conclusion_strong,6,False,puzzle_diagnosis → rival_mapping → immanent_critique → framework_proposal → normative_derivation → conclusion_strong
ruwe_2026,Black Male Disposability and the Dark Side of Canadian Multiculturalism,Ruwe,2026,Philosophy and Social Criticism,normative_with_qualitative_empirical,,True,,"Critical interpretive methodology combining philosophical frameworks (RSMT, Africana philosophy, critical race theory) with institutional analysis across four sectors: child welfare (removal statistics, 'unruly Black male child phantom'), education (streaming/tracking data, criminalization), criminal justice (over-representation in policing and incarceration), employment (economic exclusion). Uses qualitative sociology, policy analysis, and critical race studies literature.",True,contemporary_phenomenon,constitutive,high,conclusion_strong,9,False,empirical_presentation → puzzle_diagnosis → framework_proposal → rival_mapping → immanent_critique → case_introduction → case_development → normative_derivation → conclusion_strong
scheuerman_2014,Whistleblowing as Civil Disobedience: The Case of Edward Snowden,Scheuerman,2014,Philosophy and Social Criticism,normative_with_interpretive_case,,False,,"Close analysis of Snowden's public statements, especially his 12 July 2013 Moscow airport speech; Snowden's Guardian interviews; Obama administration's response; Espionage Act proceedings. Reading Snowden's own arguments as philosophical contributions to civil disobedience theory.",True,contemporary_phenomenon,generative,high,conclusion_strong,7,False,puzzle_diagnosis → rival_mapping → case_introduction → case_development → immanent_critique → normative_derivation → conclusion_strong
schulz_2022,Vergangenheitsbewältigung Revisited: Distinguishing Two Paradigms of Working Through the Past,Schulz,2022,Philosophy and Social Criticism,fully_normative,,False,,,False,,,high,conclusion_strong,8,False,puzzle_diagnosis → rival_mapping → immanent_critique → conceptual_distinction → framework_proposal → counter_objection_response → normative_derivation → conclusion_strong
sharpe_2025,"If Nihilism is Murder, What Then? Camus' Distinctive Conception of Nihilism and Its Overcoming",Sharpe,2025,Philosophy and Social Criticism,purely_interpretive_hermeneutic,,False,,,False,,,medium,conclusion_open,6,False,puzzle_diagnosis → rival_mapping → immanent_critique → case_development → counter_objection_response → conclusion_open
stahl_2024,"False Consciousness, Hermeneutical Injustice, and Ideological Power",Stahl,2024,Philosophy and Social Criticism,fully_normative,,False,,,False,,,high,conclusion_strong,8,False,puzzle_diagnosis → rival_mapping → immanent_critique → conceptual_distinction → framework_proposal → counter_objection_response → normative_derivation → conclusion_strong
stopford_2024,Why (and How) Statues Matter,Stopford,2024,Philosophy and Social Criticism,fully_normative,,False,,,False,,,high,conclusion_strong,7,False,puzzle_diagnosis → rival_mapping → framework_proposal → case_introduction → case_development → normative_derivation → conclusion_strong
tirkkonen_tietjen_2025,Loneliness and Radicalization,Tirkkonen and Tietjen,2025,Philosophy and Social Criticism,normative_with_qualitative_empirical,,True,,"Case study analysis of two sets: (1) lone-actor right-wing terrorists — analysis of manifestos, public statements, investigative psychological assessments of Breivik, Tarrant, and similar cases; (2) female Western ISIS affiliates — qualitative research on recruitment narratives, testimonies, and secondary literature on ISIS foreign fighters. Critical phenomenological reading of case materials.",True,contemporary_phenomenon,constitutive,high,conclusion_open,8,False,puzzle_diagnosis → rival_mapping → framework_proposal → case_introduction → case_development → conceptual_distinction → normative_derivation → conclusion_open
toribio_vazquez_2020,Nietzsche's Shadow: On the Origin and Development of the Term Nihilism,Toribio Vazquez,2020,Philosophy and Social Criticism,purely_interpretive_hermeneutic,,False,,,False,,,low,conclusion_open,5,False,puzzle_diagnosis → rival_mapping → case_development → conceptual_distinction → conclusion_open
trenz_2023,The Theory of the Public Sphere as a Cognitive Theory of Modern Society,Trenz,2023,Philosophy and Social Criticism,fully_normative,,False,,,False,,,high,conclusion_open,6,False,puzzle_diagnosis → rival_mapping → framework_proposal → case_development → normative_derivation → conclusion_open
yokum_2022,"A Call for Psycho-Affective Change: Fanon, Feminism, and White Negrophobic Femininity",Yokum,2022,Philosophy and Social Criticism,purely_interpretive_hermeneutic,,False,,,False,,,medium,conclusion_open,6,False,puzzle_diagnosis → rival_mapping → immanent_critique → case_development → counter_objection_response → conclusion_open
cevik_2024,From Empire to Nation: Management of Religious Pluralism in the Ottoman Empire and Turkey,Çevik,2024,Philosophy and Social Criticism,primarily_empirical_qualitative,,True,,"Historical analysis: examination of Ottoman millet system from 19th century through Republic of Turkey; Tanzimat reform period; treatment of religious minorities (Greeks, Armenians, Jews) across historical periods; analysis of political decision-making in Ottoman and Republican contexts. Uses comparative empire studies methodology.",True,historical_event,constitutive,medium,conclusion_open,7,False,puzzle_diagnosis → rival_mapping → framework_proposal → case_introduction → case_development → normative_derivation → conclusion_open
